?class	?label	?definition
<http://purl.obolibrary.org/obo/ENVO_01001616>	"bare soil"	"Soil which is directly exposed to the atmosphere - with no intervening layer of plant life or other cover - and thus the effects of weathering and erosion."
<http://purl.obolibrary.org/obo/ENVO_04000011>	"bare soil surface layer"	"A soil surface which is exposed to the troposphere, with no appreciable cover from vegetation or other material."
<http://purl.obolibrary.org/obo/ENVO_03501257>	"barn"	"An agricultural building used for crop storage or animal husbandry."
<http://purl.obolibrary.org/obo/ENVO_1000751>	"barrier island"	"An island formed by the accumulation of sand deposited by sea currents on a continental shelves"
<http://purl.obolibrary.org/obo/ENVO_03501301>	"baseboard"	"A building part consisting of a board covering the joint between the lowest part of an interior wall surface and the floor."
<http://purl.obolibrary.org/obo/ENVO_01000521>	"batholith"	"A batholith is an area of mostly continuous plutonic (igneous intrusive) rock that covers an area larger than 100 square kilometers, formed in the planetary crust, and exposed by erosion. On Earth, Batholiths are almost always made mostly of felsic or intermediate rock-types, such as granite, quartz monzonite, or diorite."
<http://purl.obolibrary.org/obo/ENVO_01000422>	"bathroom"	"A bathroom is a room which contains a washbasin or other fixture, such as a shower or bath, used for bathing by humans."
<http://purl.obolibrary.org/obo/ENVO_00000032>	"bay"	"An area of water bordered by land on three sides."
<http://purl.obolibrary.org/obo/ENVO_00000234>	"bayou"	"A small, slow-moving stream or creek; usually located in low-lying areas."
<http://purl.obolibrary.org/obo/ENVO_00000091>	"beach"	"A landform consisting of loose rock particles such as sand, gravel, shingle, pebbles, cobble, or even shell fragments along the shoreline of a body of water."
<http://purl.obolibrary.org/obo/ENVO_00000529>	"beach ridge"	"A ridge of sand just inland and parallel to the beach, usually in series."
<http://purl.obolibrary.org/obo/ENVO_00002138>	"beach sand"	
<http://purl.obolibrary.org/obo/ENVO_00000270>	"beaver pond"	"A pond that has formed as a consequence of the activities of beavers, building a beaver dam."
<http://purl.obolibrary.org/obo/ENVO_00000001>	"bedding-plane cave"	"A cavity developed along a bedding-plane and elongate in cross-section as a result."
<http://purl.obolibrary.org/obo/ENVO_00005770>	"beech forest soil"	"Soil which is part of a forest whose communites of arborescent plants are dominated the genus Fagus."
<http://purl.obolibrary.org/obo/ENVO_03501243>	"big-box store"	"A store which is physically large and is part of a retail chain."
<http://purl.obolibrary.org/obo/ENVO_03500004>	"bike path"	"A constructed pavement which is intended for bicycle traffic"
<http://purl.obolibrary.org/obo/ENVO_00000428>	"biome"	"A biome is an ecosystem which is undergoing climactic ecological succession."
<http://purl.obolibrary.org/obo/ENVO_01000817>	"biosphere"	"An astronomical body part which includes all the living entities within the gravitational sphere of influence of that body, as well as the non-living and dead entities with which they interact."
<http://purl.obolibrary.org/obo/ENVO_03501221>	"bistro"	"A restaurant which is of French cultural origin and which has a short menu and limited seating space."
<http://purl.obolibrary.org/obo/ENVO_00000218>	"black smoker"	"A hydrothermal vent found on the ocean floor. The vents are formed in fields hundreds of meters wide when superheated water from below the Earth's crust comes through the ocean floor. The superheated water is rich in dissolved minerals from the crust, most notably sulfides, which crystallize to create a chimney-like structure around each vent. When the superheated water in the vent comes in contact with the cold ocean water, many minerals are precipitated, creating the distinctive black color. The metal sulfides that are deposited can become massive sulfide ore deposits in time."
<http://purl.obolibrary.org/obo/ENVO_01001775>	"blind thrust fault"	"A thrust fault which does not breach the surface of an astronomical body."
<http://purl.obolibrary.org/obo/ENVO_00000168>	"blowhole"	"A hole in coastal rock through which sea water is forced by a rising tide or waves and spurted through an outlet into the air."
<http://purl.obolibrary.org/obo/ENVO_00000313>	"blowout"	"A sandy depression in a sand dune ecosystem (psammosere) caused by the removal of sediments by wind."
<http://purl.obolibrary.org/obo/ENVO_00005789>	"bluegrass field soil"	"Bluegrass field soil is a soil which is found in a field of Kentucky Bluegrass (Poa pratensis)."
<http://purl.obolibrary.org/obo/ENVO_01001476>	"body of liquid"	"A liquid astronomical body part which is continuous and is delimited by physical discontinuities or non-liquid boundaries."
<http://purl.obolibrary.org/obo/ENVO_03501309>	"booth"	"A human construction which is an enclosure or compartment designed for service provision."
<http://purl.obolibrary.org/obo/ENVO_00002226>	"borehole"	"A channel which is constructed by removing materials from land or submerged beds."
<http://purl.obolibrary.org/obo/ENVO_00010624>	"botanical garden"	"A place where a wide variety of plants primarily categorized and documented for scientific purposes."
<http://purl.obolibrary.org/obo/ENVO_00000537>	"boulder field"	"A high altitude or high latitude bare, flat area covered with large angular rocks."
<http://purl.obolibrary.org/obo/ENVO_01000466>	"boundary wall"	"A boundary wall is a constructed barrier which is usually opaque, constructed from masonry, and of greater structural strength than a fence."
<http://purl.obolibrary.org/obo/ENVO_03501281>	"bowling alley"	"A sports facility where bowling is played."
<http://purl.obolibrary.org/obo/ENVO_00002137>	"brackish estuary"	"An estuary which is composed primarily of brackish water."
<http://purl.obolibrary.org/obo/ENVO_00000540>	"brackish lake"	"A lake which is primarily composed of brackish water, having a higher salinity than fresh water but a lower salinity than marine water."
<http://purl.obolibrary.org/obo/ENVO_00000541>	"brackish pond"	"A pond which is composed primarily of brackish water."
<http://purl.obolibrary.org/obo/ENVO_01001321>	"brackish water body"	"A body of water which is primarily composed of brackish water."
<http://purl.obolibrary.org/obo/ENVO_03501222>	"brasserie"	"A type of restaurant which is of French cultural origin and which provides more service or food variety than a bistro."
<http://purl.obolibrary.org/obo/ENVO_03501139>	"breast screening unit facility"	"A hospital unit facility which is used for breast cancer screening."
<http://purl.obolibrary.org/obo/ENVO_00003885>	"brewery"	"A brewery is a building in which alcoholic beverages are produced by brewing, that is, steeping a starch source (commonly cereal grains) in water and fermenting the resulting sweet liquid with yeast. At times, the products are also sold from the brewery."
<http://purl.obolibrary.org/obo/ENVO_01000487>	"brick building floor"	"A brick building floor is a building floor that is composed primarily of brick material or is built from bricks."
<http://purl.obolibrary.org/obo/ENVO_01000500>	"brick exterior wall"	"A brick exterior wall is an exterior wall that is built from bricks."
<http://purl.obolibrary.org/obo/ENVO_00000075>	"bridge"	"A built structure erected over a depression or obstacle to carry traffic or some facility such as a pipeline."
<http://purl.obolibrary.org/obo/ENVO_03000041>	"brine channel"	"A channel through which brine flows."
<http://purl.obolibrary.org/obo/ENVO_00000369>	"brine pool"	"MERGED DEFINITION:\nTARGET DEFINITION: A large area of brine on the ocean basin near cold seep vents which release methane into the water. These pools are concentrations of water having an extremely high salinity as compared to the surrounding ocean, caused by the motion of large salt deposits through salt tectonics.\n--------------------\nSOURCE DEFINITION: Marine brine pools are large areas of brine on the ocean basin. These pools are bodies of water that have a salinity three to five times greater than the surrounding ocean. For deep-sea brine pools the source of the salt is the dissolution of large salt deposits through salt tectonics. The brine often contains high concentrations of methane, providing energy to chemosynthetic animals that live near the pool."
<http://purl.obolibrary.org/obo/ENVO_01000430>	"broadleaf forest"	"A forest biome which contains densely packed populations or communities of broadleaf trees, strongly limiting light penetration to the forest floor."
<http://purl.obolibrary.org/obo/ENVO_01000197>	"broadleaf forest biome"	"A broadleaf forest ecosystem which is undergoing climactic ecological succession."
<http://purl.obolibrary.org/obo/ENVO_01001823>	"bubble plume"	"A plume which is composed primarily of bubbles."
<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"	"A permanent walled and roofed construction."
<http://purl.obolibrary.org/obo/ENVO_03501121>	"building corridor"	"A building part which is a narrow hall or passage in a building with rooms leading off it."
