	IAO_0000115	hasExactSynonym	comment	label	IAO_0000116	hasBroadSynonym	hasNarrowSynonym	hasRelatedSynonym
ENVO_01001648	['Colloidal sediment which is suspended in a part of the hydrosphere.']			['suspended colloidal sediment']				
ENVO_02000048	['Contaminated animal feed is an animal feed that has become contaminated with or come contact with microorganisms or toxic chemicals.']			['contaminated animal feed']				
ENVO_02000054	['A mixture of crushed and coarsely ground bones that is used as an organic fertilizer for plants and formerly in animal feed.']			['bone meal']				
FOODON_00002381	['A food product consisting of food material derived primarily from a single organism.']			['food product by organism']				
FOODON_00002645	['A food product organized by the process which it results from.']			['food product by process']				
FOODON_00001714	['A food product which normally exists as an ingredient to another food product, rather than eaten on its own, and is more complex than a chemical food component.']			['food product component']				
FOODON_00002373	"[""A meal type is the name of an eating occasion that may have location, food type, or other customary contextual features. (Damion's 1st draft definition)""]"			['food product by meal type']				
FOODON_00001180	['Food product that is 1) ready or nearly ready for consumption; 2) usually a composite of several foods or ingredients that often belong to distinct product types; 3) usually formulated, mixed and partially or fully cooked.']			['prepared food product']		['prepared']		
FOODON_00002501	['A food product consisting of food material derived from ingredients sourced from multiple organisms.']		"[""The definition of this is being discussed in issue: https://github.com/FoodOntology/foodon/issues/57\n\nNamely, how to characterize the threshold of ingredients that make for multi-component classification? Salt, pepper, spices wouldn't normally make a food multi-component?""]"	['multi-component food product']				
FOODON_00002454	"['A class which contains food product categories qualified by a quality such as granularity or temperature, which is useful for tasks like food inspection where little prior knowledge of how the food came to be is available. Some terms like ""food (frozen)"" are both a quality descriptor and the output of a process.']"			['food product by quality']				
FOODON_03400289	['Food group having common consumption, functional or manufacturing characteristics, e.g. *FRUIT OR VEGETABLE PRODUCT*, *DAIRY PRODUCT*, *CONFECTIONARY*, *PREPARED FOOD PRODUCT*, etc. [FDA CFSAN 1995]']		['LanguaL curation note: This term is for CLASSIFICATION ONLY; DO NOT USE term in indexing. Use a more precise narrower term.']	['USA agency food product type']				
FOODON_03400352	['Renamed from *PRODUCT TYPE, CODEX ALIMENTARIUS* in LanguaL 2008.']		['LanguaL curation note: This term is for CLASSIFICATION ONLY; DO NOT USE term in indexing. Use a more precise narrower term.']	['international agency food product type']				
ENVO_03501305	['Synthetic plastic which is composed of a glossy, moistureproof membrane made of rubber hydrochloride.']			['pliofilm']				
ENVO_00002060	['A solid or gel in motor oil caused by the oil gelling or solidifying, usually at temperatures lower than 100deg C.']			['oil sludge']				
ENVO_00002117	['Soil which has elevated concentrations of creosote.']			['creosote contaminated soil']				
ENVO_00003081	['Soil which has elevated concentrations of metals.']			['metal contaminated soil']				
ENVO_00002146	['Soil which has elevated concentrations of xylene.']			['xylene contaminated soil']				
ENVO_00002875	['Soil which has elevated concentrations of oil.']			['oil contaminated soil']				
ENVO_00005775	['Soil which has elevated concentrations of sodium chloride.']			['salt contaminated soil']				['salty soil']
ENVO_06105276	['Clay loam which has a high proportion of sand in its composition.']		['Some authorities consider sandy clay loam to be a soil composed of 45-80% sand, 0-28% silt, and 20-35% clay.']	['sandy clay loam']				
ENVO_06105278	['Clay loam which has a high proportion of silt in its composition.']		['Some authorities consider silty clay loam to be a soil composed of 0-20% of sand, 40-73 of silt and 27-40% of clay.']	['silty clay loam']				
ENVO_01001557	['Ice which has formed as the result of freezing of water which was part of a water body.']		['In the United States, NOAA considers ice formed from the freezing of the waters of the Great Lakes as being the same as sea ice. This class attempts to provide a distinction for clarity.']	['water-body-derived ice']				
ENVO_01000847	['A type of water ice that forms on dead wood with the assistance of the fungus Exidiopsis effusa and takes the shape of fine, silky hair.']	['frost beard', 'ice wool']		['hair ice']	['Add quality like filamentous from PATO']			
ENVO_01001513	['Water ice which has formed in a mass of permafrost.']			['permafrost congelation ice']				
ENVO_03000063	['Water ice which is formed from freezing water and is suspended in a water body.']		['sea ice types include frazil, grease ice, slush, and shuga. These new ice classes refer to both marine water and fresh water ice. If using this term for annotation, use it in conjunction with another envo term to express whether the ice is in a marine, freshwater, or other system.']	['new ice']	['Currently the new ice classes are not specific to sea water as they may form in non marine systems, but it would be good to confirm this especially for frazil ice.']			
ENVO_03000004	['Any water ice that is part of a glacier.']			['glacial ice']	['It is suggested that users complement this term with ice terms that are more descriptive of the ice itself, rather than its location/parthood.']			
ENVO_03000025	['Water ice which contains material liberated during an erosion process.']			['erosionally enriched ice']				
ENVO_03000007	['Water ice containing little to no air bubbles resulting in a reduction of internal light scattering and, given sufficient volume, a blue appearance.']		"[""The blue 'appearance' is to be understood as that within the visual range of humans.""]"	['blue ice']				
ENVO_00002053	['A sedimentary rock which is composed primarily of calcium carbonate in the form of calcite or aragnoite.']			['limestone']	"['An interesting reasoning error was generated when this class had ""composed primariy of some CHEBI:calcium carbonate"". As that was a CHEBI:mineral, and minerals are disjoint from ENVO:rock, it led to an unsatisfiable class. The current axiom works around this, but this is requires some sort of geological convention to diffferentiate between masses of minerals and rocks that are composed primarily of minerals.']"			
ENVO_01000271	['Clastic sedimentary rocks are sedimentary rocks that are composed of silicate minerals and rock fragments that were transported by moving fluids. Clastic rocks are composed largely of quartz, feldspar, rock (lithic) fragments, clay minerals, and mica; numerous other minerals may be present as accessories and may be important locally.']			['clastic sedimentary rock']				
ENVO_02000091	['A combustible black or brownish-black sedimentary rock usually occurring in rock strata in layers or veins called coal beds or coal seams.']			['coal']				
ENVO_00010623	['A sedimentary carbonate rock and a mineral, both composed of calcium magnesium carbonate CaMg(CO3)2 found in crystals.']			['dolomite']				
ENVO_01000962	['A sedimentary rock which is primarily composed of the fossilized, siliceous remains of diatoms mixed with varying amounts of other clays and minerals.']	['kieselguhr', 'kieselgur']	['This material is easily crumbled into a fine white to off-white powder. The powder has a particle size ranging from less than 3 micrometres to more than 1 millimetre, but typically 10 to 200 micrometres. The diatoms in each deposit contain different amounts of silica, depending on the age of the deposit. The species of diatom may differ among deposits. The species of diatom is dependent upon the age and paleo-environment of the deposit. In turn, the shape of a diatom is determined by its species. The typical chemical composition of oven-dried diatomaceous earth is 80 to 90% silica, with 2 to 4% alumina (attributed mostly to clay minerals) and 0.5 to 2% iron oxide.']	['diatomite']				['diatomaceous earth', 'D.E.']
ENVO_03600064	['A sedimentary rock which is made of carbonate mud whose formation is mediated by microbes in the benthic zone.']			['microbialite']				
ENVO_00002014	['An igneous rock that results from the crystallization of a magma below the surface of the Earth.']			['plutonic rock']				['intrusive rock']
ENVO_01000236	['Basalt is a volcanic rock which is formed by the rapid cooling of basaltic lava.']			['basalt']				
ENVO_01000356	['A portion of granite is a portion of igneous  rock which  is intrusive, felsic, granular, and phaneritic.']		['Requested in issue 45. Some relations to PATO and SWEET classes suggested.']	['granite']				
ENVO_01000441	['Andesite is an extrusive igneous, volcanic rock, of intermediate composition, with aphanitic to porphyritic texture.']		['In a general sense, it is the intermediate type between basalt and dacite, and ranges from 57 to 63 percent silicon dioxide as illustrated in TAS diagrams. The mineral assemblage is typically dominated by plagioclase plus pyroxene and/or hornblende. Magnetite, zircon, apatite, ilmenite, biotite, and garnet are common accessory minerals. Alkali feldspar may be present in minor amounts.']	['andesite']				
ENVO_01000442	['Dacite is an igneous, volcanic rock. It has an aphanitic to porphyritic texture and is intermediate in composition between andesite and rhyolite.  Dacite consists mostly of plagioclase feldspar with biotite, hornblende, and pyroxene (augite and/or enstatite). It has quartz as rounded, corroded phenocrysts, or as an element of the ground-mass. The plagioclase ranges from oligoclase to andesine and labradorite. Sanidine occurs, although in small proportions, in some dacites, and when abundant gives rise to rocks that form transitions to the rhyolites.']			['dacite']				
ENVO_01000274	['Slate is a metamorphic rock which is fine-grained, foliated, homogeneous, Slates are derived from clastic sedimentary rocks.']			['slate']				
ENVO_02000095	['Ore which contains uranium.']		['The primary uranium ore mineral is uraninite']	['uranium ore']				
ENVO_01000681	['A mineral material composed primarily of sodium chloride.']			['sodium chloride salt']	['This class is for material primarily composed of sodium chloride. For other pure chemical salts, consider a CHEBI class. Request new ENVO terms for environmental samples of other chemical salts.']	['salt']		
ENVO_01001288	['Dust which is primarily composed of kaolinite particles.']	['kaolinite dust']		['kaolin dust']				
ENVO_02000107	['Dust that comes from grain and all the other substances associated with its cultivation & harvesting.']			['grain dust']				
ENVO_01001186	['Volcanic ash which has increased levels of molecules or ions capable of donating a hydron (proton or hydrogen ion) to other chemical entities, or, alternatively, capable of forming covalent bonds with other chemicals via the acceptance of an electron pair, resulting in a bulk pH measurement of less than 7.']			['acidic volcanic ash']				
ENVO_02000128	['A very fine, powdery material composed mostly of silica made from the burning of finely ground coal in a boiler.']			['fly ash']				
ENVO_02000129	['a coarse, angular ash particle that is too large to be carried up into the smoke stacks so it forms in the bottom of the coal furnace.']			['bottom ash']				
ENVO_02000130	['molten bottom ash from slag tap and cyclone type furnaces that turns into pellets that have a smooth glassy appearance after it is cooled with water.']			['boiler slag']				
ENVO_02000131	['a material leftover from the process of reducing sulfur dioxide emissions from a coal-fired boiler that can be a wet sludge consisting of calcium sulfite or calcium sulfate or a dry powered material that is a mixture of sulfites and sulfates.']			['flue gas desulfurization material']				
ENVO_01000415	['A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of 2.5 micrometers or less.']	['PM2.5']		['fine respirable suspended particulate matter']				
ENVO_01000482	['Soda-lime glass is a silica-based glass which is composed of approximately 75% silicon dioxide, with sodium oxide and calcium oxide consituting most of its remaining composition.']	['soda-lime-silica glass']	['This type of glass constitutes 90% of manufactured glass.']	['soda-lime glass']		['glass']		
ENVO_01000485	['Quartz glass is a glass which is composed of silica in amorphous (non-crystalline) form.']	['fused quartz', 'fused silica']	"['This is ""pure"" silica glass. As an ENVO:""environmental material"" this class assumes that there remains some possibility that \'contaminants\' being present.']"	['quartz glass']				
ENVO_03520007	['A water ice crystal which is constituted by water molecules aligned in a hexagonal array.']			['snow crystal']		['snowflake']		
ENVO_01001883	['A water ice crystal which is a part of a deposit of hoarfrost and which only grows by desublimation.']	['hoar frost crystal']		['hoar crystal']		['white frost crystal']		
ENVO_01000851	['A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice.']	['fire ice', 'gas hydrate', 'hydromethane', 'methane hydrate', 'methane ice', 'natural gas hydrate']		['methane clathrate']				
ENVO_01001236	['Planktonic kerogen which has high concentrations of sulfur compounds.']			['sulfrous kerogen']				
ENVO_01001846	['Hoar which is usually cup-shaped and facetted and which forms within dry, low-density snow beneath the snow surface.']		['Depth hoar is associated with very fast crystal growth under large temperature gradients. Sometimes a layer of depth hoar forms just above, and may assist in identifying the summer surface. The low density and low strength of depth hoar can make it difficult to retrieve unbroken core sections during coring, and can complicate estimates of accumulation by microwave remote sensing. Layers of depth hoar also increase the likelihood of avalanching. This is one way in which firn formation may begin. Depth hoar is similar in physical origin to crevasse hoar.']	['depth hoar']				
ENVO_01001882	['Hoar which a) forms on surfaces, b) occurs when the temperature of the surface is colder than the air above and colder than the frost point of that air.']		['When buried by snowfall, surface hoar may be considered depth hoar. The crystals formed by surface hoar are usually leaf-, fern- or plate-shaped and facetted. Two types of surface hoar are the fernlike ice crystals deposited directly on a snow surface and the hoarfrost that has grown primarily in two dimensions, as on a window or other smooth surface.']	['surface hoar']				
ENVO_03605001	['Periphyton colonizing rock substrata']			['epilithon']				
ENVO_03605002	['Periphyton colonizing silt substrata']			['epipelon']				
ENVO_03605003	['Periphyton colonizing surface of aquatic plants']			['epiphyton']				
ENVO_03605004	['Periphyton colonizing sand substrata']			['epipsammon']				
ENVO_03605005	['Periphyton colonizing woody substrata']			['epixylon']				
ENVO_00002147	['Coal mine lake sediment is lake sediment which covers the bottom of a coal mine lake.']			['coal mine lake sediment']				
ENVO_00002209	['Saline lake sediment is sediment which covers the bottom of a saline lake.']			['saline lake sediment']				['soda lake sediment']
ENVO_01000135	['Sediment hosting and characterised by active nitrate reducing microbial communities.']			['nitrate-reducing sediment']				
ENVO_01000151	['Sediment hosting and characterised by active manganese reducing microbial communities.']			['manganese-reducing sediment']				
ENVO_01000152	['Sediment hosting and characterised by active iron reducing microbial communities.']			['iron-reducing sediment']				
ENVO_01000153	['Sediment hosting and characterised by active sulphate reducing microbial communities.']			['sulphate-reducing sediment']				
ENVO_01000154	['Sediment hosting and characterised by active carbon dioxide reducing microbial communities.']			['carbon dioxide-reducing sediment']				
ENVO_00002113	['Sediment that accumulates in the flat or very gently sloping areas of the deep ocean basin floor. The three main types of deep marine sediment, also known as pelagic sediment, are siliceous oozes, calcareous oozes, and red clays.']	['deep marine sediments']		['deep marine sediment']				['pelagic sediment {alternative name}']
ENVO_03000034	['Marine sediment soured from either terrestrial systems, marine organisms, seawater and or cosmogeneous sources, which is transported through the marine water column, and accumulates within shallow regions of the oceanic basin close to continents, such as the continental shelf, or continental slope.']	['shallow marine sediments']		['shallow marine sediment']	['In this definition we refer to sedimentation processes that occured above the shelf, however this should be relaxed to include the continental shelf and slope.', 'output of sedimentation process which occured in neritic zone biome']			['neritic marine sediment']
ENVO_00002202	['Chemically-enriched sediment which has increased levels of organic compounds.']			['organically enriched sediment']				
ENVO_00002203	['Chemically-enriched sediment which has increased levels of inorganic compounds.']			['inorganically enriched sediment']				
ENVO_03600001	['Sediment which contains some chemical contaminant.']			['chemically contaminated sediment']	"[""See https://github.com/EnvironmentOntology/envo/issues/1102 for a possible design pattern.\n\nUses undesirability standard, compared to polluted river's ecological impact standard. What is the relation to ENVO:00002114 'chemically enriched sediment'? Does 'element' in the definition refer to something found in the periosic table (like selenium) or the member of some set, aka an entity?""]"			
ENVO_02000044	['Siliceous ooze is a marine sediment composed of the debris of plankton with silica shells, such as diatoms and radiolaria. This ooze is limited to areas with high biological productivity, such as the polar oceans, and upwelling zones near the equator. The least common type of sediment, it covers only 15% of the ocean floor. It accumulates at a slower rate than calcareous ooze: 0.2-1 cm / 1000 yr.']			['siliceous ooze']				
ENVO_02000045	"['Red clay, also known as pelagic clay, accumulates in the deepest and most remote areas of the ocean. Containing less than 30% biogenic material, its composition is a varied mix of very fine quartz and clay minerals, authigenic deposits precipitated directly from seawater, and micrometeorites. Though called ""red"" because it sometimes takes the color of oxidized iron minerals, it is usually brownish in color. Its ultimate origin is uncertain, but red clay seems to be mostly derived from distant rivers, and windblown dust. Covering 38% of the ocean floor, it accumulates more slowly than any other sediment type, at only 0.1-0.5 cm / 1000 yr.']"			['red clay']				
ENVO_02000046	"[""Calcareous ooze is a marine sediment composed primarily of the shells--also known as tests--of foraminifera, coccolithophores, and pteropods. This is the most common pelagic sediment by area, covering 48% of the world ocean's floor. This type of ooze is limited to depths above the Carbonate Compensation Depth at time of burial. It accumulates more rapidly than any other pelagic sediment type, with a rate that varies from 0.3 - 5 cm / 1000 yr.""]"			['calcareous ooze']				
ENVO_01000112	['Polymetallic nodules, also called manganese nodules, are rock concretions on the sea bottom formed of concentric layers of iron and manganese hydroxides around a core. Nodules vary in size from tiny particles visible only under a microscope to large pellets more than 20 centimetres (8 in) across. However, most nodules are between 5 and 10 cm in diameter.']	['manganese nodule']		['polymetallic nodule']				
ENVO_03501252	['Poultry manure made of chicken feces.']			['chicken manure']				
ENVO_01000460	['Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.']	['asphaltum', 'bitumen', 'crude bitumen']	['This class refers to naturally-occuring asphalt or bitumen.']	['asphalt']				['pitch', 'tar']
ENVO_03510006	['A liquid fuel used in diesel engines, whose fuel ignition takes place, without any spark, as a result of compression of the inlet air mixture and then injection of fuel.']			['diesel fuel']		['petroleum distillate fuel oil']		
ENVO_03510007	['A clear petroleum-derived flammable liquid which is used as fuel in most spark-ignited internal combustion engines.']	['gas', 'petrol']	['Gasoline consists mostly of organic compounds obtained by the fractional distillation of petroleum, enhanced with a variety of additives.']	['gasoline']				
ENVO_01000551	['A fuel oil which is 1) composed primarily of alkanes having between 5-15 carbon atoms with the general formula CnH2n+2, 2) is generally odorless or has only a slight odor, 3) produces only small amounts of soot relative to other fuel oils, 4) is highly refined.']	['liquid paraffin']		['paraffin oil']		['paraffin']		
ENVO_01001608	['A fuel oil which 1) is derived from petroleum oil, 2) has a strong odor, 3) produces large quantities of soot relative to other fuel oils, 4) is less refined than fuel oils such as paraffin.']	['kerosine oil', 'liquid kerosene']	['For speakers of British English, kerosene is often referred to as paraffin.']	['kerosene oil']		['kerosene', 'kerosine']		
ENVO_01000555	['Compressed natural gas is a natural gas stored at high pressures, typically 20–25 Megapascals.']			['compressed natural gas']				
ENVO_01000559	['Compressed biogas is biogas stored at increased pressures.']		['This is distinct from compressed natural gas, which refers to the compressed form of a fossil fuel.']	['compressed biogas']				
ENVO_01000842	['A fog which is intermixed with smoke or other combustion products and their derivatives.']			['smog']				
ENVO_01001258	['A fog which is composed of liquid aerosols and gases derived from volcanic gas emissions (primarily sulfur oxides), formed when sulfur-bearing gases react with sunlight, oxygen, and moisture in an atmosphere.']		"['""Vog and smog are different. Vog is formed when sulfur oxides emitted by a volcano react with moisture to form an aerosol. The aerosol scatters light, thus making the vog visible. Smog is formed largely from the incomplete combustion of fuel, reacting with nitrogen oxides and ozone produced from carbon monoxide by reactions with sunlight. The result is also a visible aerosol.""']"	['vog']				
ENVO_03000137	['A fog the droplets of which freeze upon contact with exposed objects, forming a coating of rime or glaze.']		['Freezing fog forms when the air temperature is below freezing and the water droplets in the fog become supercooled.']	['freezing fog']				
ENVO_01000676	['Contaminated air is air which has sufficient concentrations of environmental pollutants such that it may adversely affect a given ecosystem.']			['contaminated air']				
ENVO_01000828	['Air which has increased levels of water vapour.']			['humid air']				
ENVO_01000268	['Atmospheric water vapour is water vapour that is part of an atmosphere.']	['atmospheric water vapor']		['atmospheric water vapour']				
ENVO_01000770	['A volume of carbon dioxide gas emitted by a carbon dioxide emission process.']		['This is a working definition for #280. Which processes will ultimately be included in the axioms is still open.']	['carbon dioxide emission']				
ENVO_01000790	['A flame which is produced by the combustion of hydrocarbon fuel.']			['hydrocarbon flame']				
ENVO_02000115	['Respirable vapor of vanadium.']			['vanadium fume']				
ENVO_00002010	['Water which contains a significant concentration of dissolved salts.']	['salt water']	['The threshold salt concentration for classifying water as saline varies, but typically begins at about 1,000 to 3,000 parts salt per million parts water or 0.1–0.3% salt by weight.']	['saline water']				
ENVO_00002011	['Water which has a low concentration of dissolved solutes, particularly that of sodium chloride.']	['freshwater']	['The lower bound of solute concentration required for water to be considered freshwater is variable, but is always less than that of seawater, and often cited as less than 1 gram of solutes per 1 litre of water.']	['fresh water']				['sweet water']
ENVO_01000722	['Meltwater is the water released by the melting of snow or ice, including glacial ice, tabular icebergs and ice shelves over oceans.']			['meltwater']				
ENVO_00002042	['Water that is found on the surface of an astronomical object.']			['surface water']				
ENVO_01000357	['A portion of alkaline water is a portion of water with a pH greater than 7.']		['Here, we commit to a threshold of pH as this is almost universally accepted.']	['alkaline water']				
ENVO_01000358	['A portion of acidic water is a portion of water with a pH less than 7.']			['acidic water']				
ENVO_00002141	['The liquid produced when water percolates through any permeable material. It can contain either dissolved or suspended material, or usually both.']			['leachate']				
ENVO_00002223	['Water which has very low concentrations of nutrients.']			['oligotrophic water']				
ENVO_00002224	['Water with a high nutrient level.']			['eutrophic water']				
ENVO_00002225	['Water with a nutrient level intermediate between eutrophic and oligotrophic.']			['mesotrophic water']				
ENVO_00005791	['Sterile water is water which does not contain lliving organisms.']			['sterile water']				
ENVO_00005792	['Water which has physicochemical properties determined by processes which occur beneath the planetary crust.']		"['This class references any water that\'s under a planetary surface. For water that is in an aquifer, see ""groundwater"" (ENVO:01001004). Previously, this class included both.']"	['underground water']				['subterranean water']
ENVO_01000173	['Water which lacks dissolved oxygen.']	['anaerobic water']		['anoxic water']				['reducing water']
ENVO_03605006	['Water which is part of a stream.']			['stream water']				
ENVO_01000872	['Ballast water is water contained in the ballast tanks of sea-going vessels.']		['This definition could be improved, as ballast water is often used in more general ways, beyond the water contained in a ballast tank at any given time. For example, water which has just been released from a ballast tank is often still refered to as ballast water.']	['ballast water']				
ENVO_01000940	['Water which is partially contained within a fissure or a geological fracture.']	['fracture water']	"[""While containment is often enough to classify this subtype of water, it is expected that the water's composition is altered by contact with the solid material bounding the fissure's site.""]"	['fissure water']	['The axiomatisation should be more tuned to the site within the fissure.']			
ENVO_01001063	['Water which has an appreciable concentration of dissolved oxygen.']		['The threshold dissolved oxygen concentration past which water is considered oxic is variable. Typically, this is understood as the concentration at and beyond which organisms inhabiting that water can sustain aerobic metabolism and good health. For most systems, this is above 80% oxygen saturation. Input is welcome here https://github.com/EnvironmentOntology/envo/issues/536']	['oxic water']				
ENVO_01001064	['Water which has low levels of dissolved oxygen.']		['As with oxic and anoxic water, the thresholds for hypoxia are variable. Typically, a hypoxic state is asserted when dissolved oxygen levels decrease to a level where they have detrimental effects on aerobic aquatic organisms, typically below 30% oxygen saturation.']	['hypoxic water']				
ENVO_01001267	['Water which accumulates on a solid surface during precipitation events and snow/ice melt.']	['storm water']	"['""Stormwater can soak into the soil (infiltrate), be held on the surface and evaporate, or runoff and end up in nearby streams, rivers, or other water bodies (surface water).""']"	['stormwater']				
ENVO_03501370	['A liquid water which has no current or flow and is susceptible to contamination by pathogens or pathogenic vectors.']			['stagnant water']				['wet']
ENVO_03600002	['Liquid water which is a participant in a water cooling process.']		['Cooling water is commonly used for cooling automobile internal combustion engines and power stations.']	['cooling water']				
ENVO_03600009	['Liquid water which occurs naturally within the pores of rocks and sediments.']			['interstitial water']				
ENVO_03600042	['Liquid water which is either part of or was removed from a marine lake.']			['marine lake water']				
ENVO_03600065	['Water which comes from a spring.']			['spring water']				
ENVO_04000007	['Water which is part of a lake.']			['lake water']				
ENVO_06105211	['Liquid water which 1) flows over land and 2) is not absorbed or retained by the materials if flows over or through.']	['overland flow', 'surface runoff']	['Runoff often gathers debris and solutes from the materials it flows over or through, and often flows into a water body.']	['runoff']				
ENVO_06105238	['Liquid water which is present in soils as discontinuous volumnes of water in contact with solid and gaseous components of the soil.']			['residual water in soil']				
ENVO_06105268	['Waste water which was converted into an effluent that can be either returned to the water cycle with minimal environmental issues or reused.']			['treated wastewater']				
ENVO_06105269	['Saline water from which minerals have been removed to produce fresh water suitable for human consumption or irrigation.']			['desalinated water']				
ENVO_01001514	['Freshwater ice which forms downward from the surface of a freshwater water body and is transparent due to a reduced number of air bubbles trapped in its mass.']	['black ice']		['congelation ice in a fresh water body']				
ENVO_01001516	['Freshwater congelation ice which has formed on a solid substrate in an ice cave.']			['ice cave congelation ice']				
FOODON_00001015	['This class includes food products which are derived from or produced by a plant.']			['plant food product']				
FOODON_00004242	['A food product deriving from one or more animals.']			['animal food product']				
FOODON_00001184	['This food product type includes food products which are derived from a large, diverse group of photosynthetic organisms.']			['algal food product']				
FOODON_00001079	['A food preserved by soaking and storing it in vinegar or brine.']	['pickled']	"[""SIREN DB annotation:\n* has quality 'solid' (http://purl.obolibrary.org/obo/FOODON_03430151)\n* formed as a result of 'pickling process' (http://purl.obolibrary.org/obo/FOODON_03460190)""]"	['food (pickled)']				
FOODON_00001133	['A relish, sauce, or seasoning  added to food to impart a particular flavour or to complement the dish.']	['condiment']		['condiment food product']				
FOODON_03420228	['A physical-chemical component separated from the food source or its parts by extraction, centrifugation, filtration, heat processing, expressing or a similar process. The separated component may be converted through further processing. If this is done, the final substance is indexed. A water-extracted component may remain in aqueous dispersion. The extract, concentrate or isolate is indexed in preference to the anatomic part from which it is derived. For example, peanut oil is indexed under *PEANUT* combined wih *FAT OR OIL* rather than with *SEED OR KERNEL*. On the other hand, fruit and vegetable juices can be indexed under *FRUIT JUICE OR NECTAR* or *VEGETABLE JUICE* (A. PRODUCT TYPE); therefore the anatomic part of the plant should be indexed.']		"[""Damion Dooley's note: Items in this branch will be merged into foodon food product branch.""]"	['extract, concentrate or isolate of plant or animal']				
FOODON_00001149	['Food items that are rich in sugar, any one or type of which is called a confection. Modern usage may include substances rich in artificial sweeteners as well.']			['confectionery food product']				
FOODON_03301977	['A liquid prepared for consumption, or a product that can be combined with water or milk to make one.']			['beverage food product']				
FOODON_00002175	['A prepared hen egg product is a product predominantly made of hen egg that has been cooked and may only require defrosting or reheating for consumption.']			['prepared hen egg product']				
FOODON_03430130	"[""A state of matter between a solid and a gas, in which a substance has the capacity to flow and conforms to the shape of the container. Liquids range from water to honey, corresponding to a range in viscosity (or apparent viscosity) from 1 to 500 centipoise (viscosity is a measure of a liquid's resistance to flow). Products that are pourable but have a higher viscosity are *SEMILIQUID*.""]"		"[""SIREN DB annotation:\n* has quality 'liquid' (http://purl.obolibrary.org/obo/FOODON_03430130)\n                ""]"	['food (liquid)']				
FOODON_03401270	['Food and Drugs, title 21, Code of Federal Regulations. Original food classification in LanguaL.']		['LanguaL curation note: This term is for CLASSIFICATION ONLY; DO NOT USE term in indexing. Use a more precise narrower term.']	['U.S. code of federal regulations, title 21 food product type']				
FOODON_03400643	"[""Codex Alimentarius, Volume 2 - 1993, Section 2:  Pesticide Residues in Food.\n\nThe Codex Classification of food and animal feed commodities moving in trade and the description of the various items and groups of food and animal feedstuffs included in the present document have been developed by the Codex Committee on Pesticide Residues. It was first adopted by the 18th Session of the Codex Alimentarius Commission, (1989).\n\nThe Codex Classification includes food commodities and animal feedstuffs for which Codex maximum residue limits will not necessarily be established. The Classification is intended to be as complete a listing of food commodities in trade as possible, classified into groups on the basis of the commodity's similar potential for pesticide residues.\n\nThe Classification may also be appropriate for other purposes such as setting maximum levels for other types of residues or for other contaminants in food. The Codex Classification should be consulted in order to obtain a precise description of the food or animal feed commodities and, especially, in cases where Codex maximum residue limits have been set for groups of food and groups of animal feedstuffs. The Codex Classification is intended to promote harmonization of the terms used to describe commodities which are subject to maximum residue limits and of the approach to grouping commodities with similar potential for residue for which a common group maximum residue limit can be set.""]"		['LanguaL curation note: This term is for CLASSIFICATION ONLY; DO NOT USE term in indexing. Use a more precise narrower term.']	['Codex Alimentarius classification of food and feed commodities']				
FOODON_03400874	['The Global System 1 (GS1) Global Product Classification (GPC) is a system that gives buyers and sellers a common language for grouping products in the same way, everywhere in the world.$br/$\nThe GS1 GPC classification in facet A is currently updated based on June 2017 release of GS1 GPC Standard for Food/Beverage/Tobacco, except for codes pertaining to tobacco. See the GS1 site for details [https://www.gs1.org/standards/gpc].']			['GS1 Global Product Classification (GPC)']				
ENVO_00002145	['Soil which has elevated concentrations of chromate.']			['chromate contaminated soil']				
ENVO_00002200	['Water ice which has formed by the freezing of sea water.']		['In the United States, NOAA sea ice operations does not include superstructure icing as being sea ice. In sea ice operations however, sea ice is any form of ice found at sea which has originated from the freezing of sea water. It presents the main kind of floating ice encountered at sea. Except where it forms ridges, sea ice is up to a few metres thick, in which respect it differs from shelf ice.  Sea ice may be discontinuous pieces (ice floes) moved on the ocean surface by wind and currents (pack ice), or a motionless sheet attached to the coast (land-fast ice). In brief, it forms first as lolly ice (frazil crystals), thickens into sludge, and coagulates into sheet ice, pancake ice, or into floes of various shapes and sizes. Thereafter, sea ice may develop into pack ice and/or become a form of pressure ice.  Sea ice less than one year old is called first-year ice. Perennial ice is sea ice that survives at least one summer. It may be subdivided into second-year ice and multi-year ice, where multiyear ice has survived at least two summers.']	['sea ice']	['Parse comment from GCW and new subclases where appropriate.']			
